Date,Line(QSEK=)
16-Jan-13,6.5031
15-Jan-13,6.4992
14-Jan-13,6.4428
11-Jan-13,6.4651
10-Jan-13,6.489
09-Jan-13,6.564
08-Jan-13,6.5598
07-Jan-13,6.5023
04-Jan-13,6.5405
03-Jan-13,6.5315
02-Jan-13,6.4869
01-Jan-13,6.4959
31-Dec-12,6.5001
28-Dec-12,6.5176
27-Dec-12,6.5048
26-Dec-12,6.5098
25-Dec-12,6.5532
24-Dec-12,6.5504
21-Dec-12,6.5532
20-Dec-12,6.5057
19-Dec-12,6.5493
18-Dec-12,6.6026
17-Dec-12,6.6561
14-Dec-12,6.6767
13-Dec-12,6.6793
12-Dec-12,6.6499
11-Dec-12,6.6462
10-Dec-12,6.6914
07-Dec-12,6.6816
06-Dec-12,6.6351
05-Dec-12,6.597
04-Dec-12,6.595
03-Dec-12,6.6329
30-Nov-12,6.6617
29-Nov-12,6.6651
28-Nov-12,6.649
27-Nov-12,6.6854
26-Nov-12,6.6105
23-Nov-12,6.6231
22-Nov-12,6.6798
21-Nov-12,6.7184
20-Nov-12,6.7667
19-Nov-12,6.7262
16-Nov-12,6.7891
15-Nov-12,6.7655
14-Nov-12,6.7858
13-Nov-12,6.7885
12-Nov-12,6.7575
09-Nov-12,6.7391
08-Nov-12,6.6719
07-Nov-12,6.6893
06-Nov-12,6.6892
05-Nov-12,6.6913
02-Nov-12,6.7042
01-Nov-12,6.6499
31-Oct-12,6.6345
30-Oct-12,6.6455
29-Oct-12,6.683
26-Oct-12,6.6977
25-Oct-12,6.7106
24-Oct-12,6.6836
23-Oct-12,6.647
22-Oct-12,6.5949
19-Oct-12,6.5811
18-Oct-12,6.5645
17-Oct-12,6.5898
16-Oct-12,6.6086
15-Oct-12,6.6605
12-Oct-12,6.6977
11-Oct-12,6.7017
10-Oct-12,6.7014
09-Oct-12,6.6961
08-Oct-12,6.6387
05-Oct-12,6.6048
04-Oct-12,6.6029
03-Oct-12,6.686
02-Oct-12,6.6087
01-Oct-12,6.5943
28-Sep-12,6.5655
27-Sep-12,6.5266
26-Sep-12,6.5911
25-Sep-12,6.5701
24-Sep-12,6.5593
21-Sep-12,6.5659
20-Sep-12,6.5238
19-Sep-12,6.51
18-Sep-12,6.5424
17-Sep-12,6.5743
14-Sep-12,6.5534
13-Sep-12,6.5711
12-Sep-12,6.5728
11-Sep-12,6.6094
10-Sep-12,6.6383
07-Sep-12,6.5963
06-Sep-12,6.7467
05-Sep-12,6.7302
04-Sep-12,6.7168
03-Sep-12,6.6868
31-Aug-12,6.6272
30-Aug-12,6.6897
29-Aug-12,6.6632
28-Aug-12,6.6103
27-Aug-12,6.5979
24-Aug-12,6.6059
23-Aug-12,6.5934
22-Aug-12,6.637
21-Aug-12,6.6576
20-Aug-12,6.6758
17-Aug-12,6.6699
16-Aug-12,6.6936
15-Aug-12,6.679
14-Aug-12,6.6996
13-Aug-12,6.7109
10-Aug-12,6.6573
09-Aug-12,6.69
08-Aug-12,6.6858
07-Aug-12,6.7263
06-Aug-12,6.7127
03-Aug-12,6.7074
02-Aug-12,6.8088
01-Aug-12,6.8028
31-Jul-12,6.8018
30-Jul-12,6.7872
27-Jul-12,6.8665
26-Jul-12,6.8712
25-Jul-12,6.9664
24-Jul-12,6.9793
23-Jul-12,6.9331
20-Jul-12,6.9443
19-Jul-12,6.9202
18-Jul-12,6.9342
17-Jul-12,6.9608
16-Jul-12,7.0415
13-Jul-12,7.0283
12-Jul-12,7.0303
11-Jul-12,6.9992
10-Jul-12,6.987
09-Jul-12,7.0011
06-Jul-12,7.0206
05-Jul-12,6.9642
04-Jul-12,6.9124
03-Jul-12,6.93
02-Jul-12,6.9224
29-Jun-12,6.922
28-Jun-12,7.0443
27-Jun-12,7.046
26-Jun-12,7.064
25-Jun-12,7.0619
22-Jun-12,7.0098
21-Jun-12,7.0282
20-Jun-12,6.9503
19-Jun-12,6.9654
18-Jun-12,7.0198
15-Jun-12,6.9925
14-Jun-12,7.0095
13-Jun-12,7.036
12-Jun-12,7.0715
11-Jun-12,7.1258
08-Jun-12,7.128
07-Jun-12,7.1523
06-Jun-12,7.1604
05-Jun-12,7.2063
04-Jun-12,7.1789
01-Jun-12,7.2492
31-May-12,7.2694
30-May-12,7.2624
29-May-12,7.2029
28-May-12,7.161
25-May-12,7.1757
24-May-12,7.1859
23-May-12,7.1642
22-May-12,7.1635
21-May-12,7.1134
18-May-12,7.145
17-May-12,7.2046
16-May-12,7.1723
15-May-12,7.1725
14-May-12,7.0522
11-May-12,6.9559
10-May-12,6.9446
09-May-12,6.8893
08-May-12,6.8524
07-May-12,6.8219
04-May-12,6.8208
03-May-12,6.7558
02-May-12,6.7381
01-May-12,6.724
30-Apr-12,6.7237
27-Apr-12,6.7165
26-Apr-12,6.7208
25-Apr-12,6.721
24-Apr-12,6.7363
23-Apr-12,6.7577
20-Apr-12,6.6875
19-Apr-12,6.7357
18-Apr-12,6.7478
17-Apr-12,6.7708
16-Apr-12,6.7655
13-Apr-12,6.795
12-Apr-12,6.7463
11-Apr-12,6.7972
10-Apr-12,6.8082
09-Apr-12,6.7571
06-Apr-12,6.7513
05-Apr-12,6.754
04-Apr-12,6.6983
03-Apr-12,6.6392
02-Apr-12,6.6062
30-Mar-12,6.6131
29-Mar-12,6.6673
28-Mar-12,6.6602
27-Mar-12,6.6851
26-Mar-12,6.6672
23-Mar-12,6.7325
22-Mar-12,6.7726
21-Mar-12,6.7209
20-Mar-12,6.7397
19-Mar-12,6.7138
16-Mar-12,6.7436
15-Mar-12,6.7863
14-Mar-12,6.8495
13-Mar-12,6.7734
12-Mar-12,6.8031
09-Mar-12,6.8079
08-Mar-12,6.7014
07-Mar-12,6.7817
06-Mar-12,6.7903
05-Mar-12,6.6983
02-Mar-12,6.6767
01-Mar-12,6.6223
29-Feb-12,6.6165
28-Feb-12,6.5505
27-Feb-12,6.5957
24-Feb-12,6.5522
23-Feb-12,6.619
22-Feb-12,6.6645
21-Feb-12,6.6508
20-Feb-12,6.6644
17-Feb-12,6.7218
16-Feb-12,6.7146
15-Feb-12,6.7225
14-Feb-12,6.6889
13-Feb-12,6.6614
10-Feb-12,6.6754
09-Feb-12,6.6292
08-Feb-12,6.6493
07-Feb-12,6.6566
06-Feb-12,6.7148
03-Feb-12,6.6865
02-Feb-12,6.7428
01-Feb-12,6.7425
31-Jan-12,6.803
30-Jan-12,6.7517
27-Jan-12,6.7385
26-Jan-12,6.7862
25-Jan-12,6.7419
24-Jan-12,6.7612
23-Jan-12,6.7327
20-Jan-12,6.7863
19-Jan-12,6.7524
18-Jan-12,6.8427
17-Jan-12,6.927
16-Jan-12,6.9854
13-Jan-12,6.9986
12-Jan-12,6.9267
11-Jan-12,6.9399
10-Jan-12,6.8962
09-Jan-12,6.8966
06-Jan-12,6.9441
05-Jan-12,6.9366
04-Jan-12,6.8308
03-Jan-12,6.8263
02-Jan-12,6.9002
30-Dec-11,6.8981
29-Dec-11,6.8937
28-Dec-11,6.9076
27-Dec-11,6.8493
26-Dec-11,6.8825
23-Dec-11,6.8786
22-Dec-11,6.8738
21-Dec-11,6.8971
20-Dec-11,6.8646
19-Dec-11,6.9296
16-Dec-11,6.9218
15-Dec-11,6.9774
14-Dec-11,7
13-Dec-11,6.9867
12-Dec-11,6.8744
09-Dec-11,6.7309
08-Dec-11,6.7916
07-Dec-11,6.7147
06-Dec-11,6.7372
05-Dec-11,6.7623
02-Dec-11,6.7486
01-Dec-11,6.7738
30-Nov-11,6.7661
29-Nov-11,6.8887
28-Nov-11,6.975
25-Nov-11,7.0087
24-Nov-11,6.9379
23-Nov-11,6.925
22-Nov-11,6.8195
21-Nov-11,6.8135
18-Nov-11,6.7915
17-Nov-11,6.805
16-Nov-11,6.8122
15-Nov-11,6.7424
14-Nov-11,6.6845
11-Nov-11,6.6104
10-Nov-11,6.6857
09-Nov-11,6.6875
08-Nov-11,6.5277
07-Nov-11,6.5635
04-Nov-11,6.5761
03-Nov-11,6.5753
02-Nov-11,6.6082
01-Nov-11,6.6116
31-Oct-11,6.5045
28-Oct-11,6.3857
27-Oct-11,6.3383
26-Oct-11,6.5232
25-Oct-11,6.5624
24-Oct-11,6.545
21-Oct-11,6.545
20-Oct-11,6.6246
19-Oct-11,6.6355
18-Oct-11,6.639
17-Oct-11,6.6654
14-Oct-11,6.5964
13-Oct-11,6.6497
12-Oct-11,6.6293
11-Oct-11,6.6783
10-Oct-11,6.6587
07-Oct-11,6.8093
06-Oct-11,6.816
05-Oct-11,6.8587
04-Oct-11,6.842
03-Oct-11,6.9433
30-Sep-11,6.8672
29-Sep-11,6.8048
28-Sep-11,6.8077
27-Sep-11,6.7648
26-Sep-11,6.8005
23-Sep-11,6.9369
22-Sep-11,6.895
21-Sep-11,6.7713
20-Sep-11,6.6097
19-Sep-11,6.6755
16-Sep-11,6.5983
15-Sep-11,6.5842
14-Sep-11,6.7076
13-Sep-11,6.673
12-Sep-11,6.6887
09-Sep-11,6.5458
08-Sep-11,6.4297
07-Sep-11,6.3627
06-Sep-11,6.4608
05-Sep-11,6.4659
02-Sep-11,6.387
01-Sep-11,6.4142
31-Aug-11,6.3405
30-Aug-11,6.3552
29-Aug-11,6.2957
26-Aug-11,6.2955
25-Aug-11,6.3228
24-Aug-11,6.3255
23-Aug-11,6.3194
22-Aug-11,6.3649
19-Aug-11,6.3979
18-Aug-11,6.4455
17-Aug-11,6.3316
16-Aug-11,6.3931
15-Aug-11,6.407
12-Aug-11,6.5239
11-Aug-11,6.4908
10-Aug-11,6.5836
09-Aug-11,6.4396
08-Aug-11,6.4983
05-Aug-11,6.4611
04-Aug-11,6.5482
03-Aug-11,6.3409
02-Aug-11,6.4102
01-Aug-11,6.3186
29-Jul-11,6.2706
28-Jul-11,6.3261
27-Jul-11,6.351
26-Jul-11,6.2444
25-Jul-11,6.3382
22-Jul-11,6.3338
21-Jul-11,6.3043
20-Jul-11,6.4403
19-Jul-11,6.5005
18-Jul-11,6.5536
15-Jul-11,6.4828
14-Jul-11,6.5046
13-Jul-11,6.4833
12-Jul-11,6.5868
11-Jul-11,6.5605
08-Jul-11,6.3801
07-Jul-11,6.3172
06-Jul-11,6.355
05-Jul-11,6.2844
04-Jul-11,6.2567
01-Jul-11,6.27
30-Jun-11,6.3248
29-Jun-11,6.3412
28-Jun-11,6.4373
27-Jun-11,6.4384
24-Jun-11,6.4994
23-Jun-11,6.4482
22-Jun-11,6.3734
21-Jun-11,6.3597
20-Jun-11,6.4104
17-Jun-11,6.3988
16-Jun-11,6.4502
15-Jun-11,6.4798
14-Jun-11,6.3415
13-Jun-11,6.3223
10-Jun-11,6.327
09-Jun-11,6.2399
08-Jun-11,6.1921
07-Jun-11,6.143
06-Jun-11,6.1906
03-Jun-11,6.1343
02-Jun-11,6.1996
01-Jun-11,6.2741
31-May-11,6.17
30-May-11,6.2235
27-May-11,6.2174
26-May-11,6.2962
25-May-11,6.3366
24-May-11,6.3389
23-May-11,6.357
20-May-11,6.3135
19-May-11,6.2565
18-May-11,6.2942
17-May-11,6.3262
16-May-11,6.3587
13-May-11,6.3919
12-May-11,6.2986
11-May-11,6.3339
10-May-11,6.2209
09-May-11,6.2578
06-May-11,6.3118
05-May-11,6.2322
04-May-11,6.099
03-May-11,6.0526
02-May-11,6.0204
29-Apr-11,6.0428
28-Apr-11,6.0145
27-Apr-11,6.0405
26-Apr-11,6.1124
25-Apr-11,6.1019
22-Apr-11,6.1125
21-Apr-11,6.1046
20-Apr-11,6.1315
19-Apr-11,6.2207
18-Apr-11,6.3033
15-Apr-11,6.2004
14-Apr-11,6.2171
13-Apr-11,6.2604
12-Apr-11,6.3005
11-Apr-11,6.26
08-Apr-11,6.1963
07-Apr-11,6.3213
06-Apr-11,6.3014
05-Apr-11,6.3309
04-Apr-11,6.3285
01-Apr-11,6.3005
31-Mar-11,6.3233
30-Mar-11,6.3279
29-Mar-11,6.3332
28-Mar-11,6.3889
25-Mar-11,6.3847
24-Mar-11,6.3244
23-Mar-11,6.3483
22-Mar-11,6.312
21-Mar-11,6.2689
18-Mar-11,6.2762
17-Mar-11,6.4124
16-Mar-11,6.4841
15-Mar-11,6.4058
14-Mar-11,6.3387
11-Mar-11,6.3435
10-Mar-11,6.4034
09-Mar-11,6.3233
08-Mar-11,6.3732
07-Mar-11,6.3456
04-Mar-11,6.3517
03-Mar-11,6.3185
02-Mar-11,6.3114
01-Mar-11,6.3407
28-Feb-11,6.3313
25-Feb-11,6.4288
24-Feb-11,6.3825
23-Feb-11,6.4084
22-Feb-11,6.4462
21-Feb-11,6.429
18-Feb-11,6.3885
17-Feb-11,6.4022
16-Feb-11,6.426
15-Feb-11,6.4786
14-Feb-11,6.4971
11-Feb-11,6.4879
10-Feb-11,6.4727
09-Feb-11,6.4366
08-Feb-11,6.4342
07-Feb-11,6.4576
04-Feb-11,6.4813
03-Feb-11,6.4722
02-Feb-11,6.4201
01-Feb-11,6.3671
31-Jan-11,6.454
28-Jan-11,6.5263
27-Jan-11,6.4366
26-Jan-11,6.4675
25-Jan-11,6.531
24-Jan-11,6.5834
21-Jan-11,6.5858
20-Jan-11,6.6575
19-Jan-11,6.6186
18-Jan-11,6.652
17-Jan-11,6.7186
14-Jan-11,6.6642
13-Jan-11,6.704
12-Jan-11,6.744
11-Jan-11,6.8544
10-Jan-11,6.882
07-Jan-11,6.9327
06-Jan-11,6.8594
05-Jan-11,6.765
04-Jan-11,6.7205
03-Jan-11,6.7017
31-Dec-10,6.7148
30-Dec-10,6.7511
29-Dec-10,6.8126
28-Dec-10,6.8695
27-Dec-10,6.8124
24-Dec-10,6.8533
23-Dec-10,6.8522
22-Dec-10,6.8649
21-Dec-10,6.8424
20-Dec-10,6.8583
17-Dec-10,6.8444
16-Dec-10,6.8114
15-Dec-10,6.8514
14-Dec-10,6.8
13-Dec-10,6.8422
10-Dec-10,6.9126
09-Dec-10,6.8934
08-Dec-10,6.8742
07-Dec-10,6.8906
06-Dec-10,6.8501
03-Dec-10,6.784
02-Dec-10,6.9052
01-Dec-10,6.9636
30-Nov-10,7.0273
29-Nov-10,6.9858
26-Nov-10,7.0062
25-Nov-10,6.9602
24-Nov-10,6.9497
23-Nov-10,6.9761
22-Nov-10,6.8853
19-Nov-10,6.8567
18-Nov-10,6.8714
17-Nov-10,6.9283
16-Nov-10,6.9538
15-Nov-10,6.882
12-Nov-10,6.8663
11-Nov-10,6.8384
10-Nov-10,6.7387
09-Nov-10,6.7575
08-Nov-10,6.7009
05-Nov-10,6.6146
04-Nov-10,6.5241
03-Nov-10,6.581
02-Nov-10,6.6319
01-Nov-10,6.6934
29-Oct-10,6.6664
28-Oct-10,6.7365
27-Oct-10,6.7776
26-Oct-10,6.7277
25-Oct-10,6.5835
22-Oct-10,6.6229
21-Oct-10,6.6819
20-Oct-10,6.6437
19-Oct-10,6.8011
18-Oct-10,6.6628
15-Oct-10,6.6284
14-Oct-10,6.5514
13-Oct-10,6.6331
12-Oct-10,6.6512
11-Oct-10,6.674
08-Oct-10,6.6504
07-Oct-10,6.6589
06-Oct-10,6.7173
05-Oct-10,6.7037
04-Oct-10,6.7671
01-Oct-10,6.7095
30-Sep-10,6.7404
29-Sep-10,6.7199
28-Sep-10,6.7648
27-Sep-10,6.8507
24-Sep-10,6.8095
23-Sep-10,6.9151
22-Sep-10,6.8582
21-Sep-10,6.8791
20-Sep-10,7.0011
17-Sep-10,7.0677
16-Sep-10,7.047
15-Sep-10,7.0925
14-Sep-10,7.0775
13-Sep-10,7.1395
10-Sep-10,7.2652
09-Sep-10,7.2813
08-Sep-10,7.2763
07-Sep-10,7.3365
06-Sep-10,7.2234
03-Sep-10,7.2317
02-Sep-10,7.2437
01-Sep-10,7.2853
31-Aug-10,7.3805
30-Aug-10,7.4052
27-Aug-10,7.3343
26-Aug-10,7.4128
25-Aug-10,7.4478
24-Aug-10,7.4882
23-Aug-10,7.4068
20-Aug-10,7.4276
19-Aug-10,7.3768
18-Aug-10,7.3413
17-Aug-10,7.3251
16-Aug-10,7.3718
13-Aug-10,7.4517
12-Aug-10,7.4024
11-Aug-10,7.3851
10-Aug-10,7.1663
09-Aug-10,7.107
06-Aug-10,7.0778
05-Aug-10,7.1225
04-Aug-10,7.1421
03-Aug-10,7.0821
02-Aug-10,7.0948
30-Jul-10,7.2139
29-Jul-10,7.2158
28-Jul-10,7.3071
27-Jul-10,7.3018
26-Jul-10,7.2919
23-Jul-10,7.312
22-Jul-10,7.3156
21-Jul-10,7.4114
20-Jul-10,7.3615
19-Jul-10,7.3722
16-Jul-10,7.3336
15-Jul-10,7.2715
14-Jul-10,7.3658
13-Jul-10,7.4035
12-Jul-10,7.5008
09-Jul-10,7.4953
08-Jul-10,7.5145
07-Jul-10,7.5748
06-Jul-10,7.5982
05-Jul-10,7.6869
02-Jul-10,7.6122
01-Jul-10,7.676
30-Jun-10,7.7782
29-Jun-10,7.809
28-Jun-10,7.7407
25-Jun-10,7.7204
24-Jun-10,7.792
23-Jun-10,7.7606
22-Jun-10,7.7956
21-Jun-10,7.7562
18-Jun-10,7.7263
17-Jun-10,7.7292
16-Jun-10,7.7865
15-Jun-10,7.7629
14-Jun-10,7.8848
11-Jun-10,7.9128
10-Jun-10,7.9054
09-Jun-10,8.0317
08-Jun-10,8.0431
07-Jun-10,8.124
04-Jun-10,8.0159
03-Jun-10,7.8628
02-Jun-10,7.792
01-Jun-10,7.8619
31-May-10,7.8139
28-May-10,7.8472
27-May-10,7.8652
26-May-10,8.0259
25-May-10,7.93
24-May-10,7.8943
21-May-10,7.8012
20-May-10,7.9642
19-May-10,7.782
18-May-10,7.8645
17-May-10,7.7152
14-May-10,7.7416
13-May-10,7.6333
12-May-10,7.5594
11-May-10,7.6163
10-May-10,7.5282
07-May-10,7.6372
06-May-10,7.7532
05-May-10,7.5895
04-May-10,7.4131
03-May-10,7.2767
30-Apr-10,7.2446
29-Apr-10,7.2575
28-Apr-10,7.2848
27-Apr-10,7.2952
26-Apr-10,7.1426
23-Apr-10,7.1716
22-Apr-10,7.2351
21-Apr-10,7.1853
20-Apr-10,7.1492
19-Apr-10,7.1765
16-Apr-10,7.1924
15-Apr-10,7.139
14-Apr-10,7.1181
13-Apr-10,7.1489
12-Apr-10,7.1809
09-Apr-10,7.2
08-Apr-10,7.2304
07-Apr-10,7.2557
06-Apr-10,7.1992
05-Apr-10,7.1737
02-Apr-10,7.1618
01-Apr-10,7.1578
31-Mar-10,7.2007
30-Mar-10,7.2759
29-Mar-10,7.2425
26-Mar-10,7.2608
25-Mar-10,7.2772
24-Mar-10,7.2753
23-Mar-10,7.186
22-Mar-10,7.1939
19-Mar-10,7.1763
18-Mar-10,7.13
17-Mar-10,7.073
16-Mar-10,7.0648
15-Mar-10,7.113
12-Mar-10,7.048
11-Mar-10,7.1168
10-Mar-10,7.1225
09-Mar-10,7.1328
08-Mar-10,7.1071
05-Mar-10,7.1091
04-Mar-10,7.1635
03-Mar-10,7.1409
02-Mar-10,7.1802
01-Mar-10,7.1782
26-Feb-10,7.1211
25-Feb-10,7.1834
24-Feb-10,7.2219
23-Feb-10,7.2648
22-Feb-10,7.1966
19-Feb-10,7.2135
18-Feb-10,7.1894
17-Feb-10,7.2126
16-Feb-10,7.1823
15-Feb-10,7.242
12-Feb-10,7.2584
11-Feb-10,7.2362
10-Feb-10,7.3114
09-Feb-10,7.3283
08-Feb-10,7.4389
05-Feb-10,7.4547
04-Feb-10,7.4374
03-Feb-10,7.2756
02-Feb-10,7.2328
01-Feb-10,7.2609
29-Jan-10,7.3888
28-Jan-10,7.3447
27-Jan-10,7.2998
26-Jan-10,7.2735
25-Jan-10,7.2321
22-Jan-10,7.2399
21-Jan-10,7.2407
20-Jan-10,7.1988
19-Jan-10,7.0537
18-Jan-10,7.029
15-Jan-10,7.0647
14-Jan-10,7.0062
13-Jan-10,7.0212
12-Jan-10,7.0536
11-Jan-10,7.0275
08-Jan-10,7.0739
07-Jan-10,7.1203
06-Jan-10,7.0696
05-Jan-10,7.1135
04-Jan-10,7.053
01-Jan-10,7.1601
31-Dec-09,7.1615
30-Dec-09,7.1636
29-Dec-09,7.2077
28-Dec-09,7.2115
25-Dec-09,7.2773
24-Dec-09,7.283
23-Dec-09,7.2761
22-Dec-09,7.3213
21-Dec-09,7.2955
18-Dec-09,7.2607
17-Dec-09,7.2908
16-Dec-09,7.1881
15-Dec-09,7.1982
14-Dec-09,7.1052
11-Dec-09,7.1217
10-Dec-09,7.0929
09-Dec-09,7.0963
08-Dec-09,7.1475
07-Dec-09,7.0552
04-Dec-09,6.9928
03-Dec-09,6.8652
02-Dec-09,6.8774
01-Dec-09,6.9069
30-Nov-09,6.975
27-Nov-09,6.9768
26-Nov-09,6.975
25-Nov-09,6.8424
24-Nov-09,6.9153
23-Nov-09,6.8805
20-Nov-09,6.9286
19-Nov-09,6.8925
18-Nov-09,6.8364
17-Nov-09,6.8758
16-Nov-09,6.7979
13-Nov-09,6.832
12-Nov-09,6.8932
11-Nov-09,6.8288
10-Nov-09,6.8313
09-Nov-09,6.8459
06-Nov-09,6.9934
05-Nov-09,6.9862
04-Nov-09,7.0287
03-Nov-09,7.1105
02-Nov-09,7.0556
30-Oct-09,7.0866
29-Oct-09,6.9677
28-Oct-09,7.0635
27-Oct-09,6.9718
26-Oct-09,6.8605
23-Oct-09,6.7831
22-Oct-09,6.7926
21-Oct-09,6.8526
20-Oct-09,6.9495
19-Oct-09,6.9222
16-Oct-09,6.9536
15-Oct-09,6.9237
14-Oct-09,6.9064
13-Oct-09,6.9555
12-Oct-09,6.9844
09-Oct-09,6.9883
08-Oct-09,6.9631
07-Oct-09,6.9921
06-Oct-09,6.9395
05-Oct-09,7.0015
02-Oct-09,7.0395
01-Oct-09,7.0389
30-Sep-09,6.9645
29-Sep-09,7.0119
28-Sep-09,6.979
25-Sep-09,6.9412
24-Sep-09,6.9276
23-Sep-09,6.859
22-Sep-09,6.8118
21-Sep-09,6.9065
18-Sep-09,6.8668
17-Sep-09,6.8691
16-Sep-09,6.8666
15-Sep-09,6.9525
14-Sep-09,6.9749
11-Sep-09,6.9999
10-Sep-09,6.9962
09-Sep-09,7.0072
08-Sep-09,7.0414
07-Sep-09,7.123
04-Sep-09,7.1518
03-Sep-09,7.2343
02-Sep-09,7.2239
01-Sep-09,7.28
31-Aug-09,7.1217
28-Aug-09,7.1167
27-Aug-09,7.112
26-Aug-09,7.124
25-Aug-09,7.0639
24-Aug-09,7.0613
21-Aug-09,7.0351
20-Aug-09,7.154
19-Aug-09,7.1745
18-Aug-09,7.2393
17-Aug-09,7.2963
14-Aug-09,7.194
13-Aug-09,7.1521
12-Aug-09,7.208
11-Aug-09,7.3125
10-Aug-09,7.2455
07-Aug-09,7.1713
06-Aug-09,7.1637
05-Aug-09,7.139
04-Aug-09,7.1291
03-Aug-09,7.075
31-Jul-09,7.1895
30-Jul-09,7.418
29-Jul-09,7.5015
28-Jul-09,7.4687
27-Jul-09,7.3905
24-Jul-09,7.5014
23-Jul-09,7.5114
22-Jul-09,7.5912
21-Jul-09,7.6223
20-Jul-09,7.7277
17-Jul-09,7.8273
16-Jul-09,7.7867
15-Jul-09,7.7598
14-Jul-09,7.8843
13-Jul-09,7.875
10-Jul-09,7.9204
09-Jul-09,7.827
08-Jul-09,7.9686
07-Jul-09,7.9512
06-Jul-09,7.8338
03-Jul-09,7.7829
02-Jul-09,7.8143
01-Jul-09,7.5803
30-Jun-09,7.7129
29-Jun-09,7.673
26-Jun-09,7.8125
25-Jun-09,7.892
24-Jun-09,7.9241
23-Jun-09,7.9053
22-Jun-09,8.0066
19-Jun-09,7.9187
18-Jun-09,7.9105
17-Jun-09,7.844
16-Jun-09,7.8305
15-Jun-09,7.8555
12-Jun-09,7.6823
11-Jun-09,7.6223
10-Jun-09,7.7055
09-Jun-09,7.674
08-Jun-09,7.849
05-Jun-09,7.8107
04-Jun-09,7.6381
03-Jun-09,7.7063
02-Jun-09,7.4923
01-Jun-09,7.4128
29-May-09,7.5465
28-May-09,7.6807
27-May-09,7.7223
26-May-09,7.5483
25-May-09,7.4791
22-May-09,7.4646
21-May-09,7.5135
20-May-09,7.5883
19-May-09,7.6695
18-May-09,7.7044
15-May-09,7.9177
14-May-09,7.8423
13-May-09,7.9156
12-May-09,7.79
11-May-09,7.8272
08-May-09,7.6499
07-May-09,7.8525
06-May-09,7.9283
05-May-09,7.9515
04-May-09,7.8872
01-May-09,8.0518
30-Apr-09,8.0706
29-Apr-09,8.058
28-Apr-09,8.1535
27-Apr-09,8.1879
24-Apr-09,8.1267
23-Apr-09,8.2555
22-Apr-09,8.4376
21-Apr-09,8.5394
20-Apr-09,8.6981
17-Apr-09,8.4419
16-Apr-09,8.3052
15-Apr-09,8.2534
14-Apr-09,8.1796
13-Apr-09,8.1681
10-Apr-09,8.2766
09-Apr-09,8.2893
08-Apr-09,8.2711
07-Apr-09,8.184
06-Apr-09,8.028
03-Apr-09,7.9494
02-Apr-09,8.022
01-Apr-09,8.1773
31-Mar-09,8.25
30-Mar-09,8.3174
27-Mar-09,8.2221
26-Mar-09,8.0202
25-Mar-09,8.0858
24-Mar-09,8.1333
23-Mar-09,7.9686
20-Mar-09,8.1434
19-Mar-09,7.966
18-Mar-09,8.0427
17-Mar-09,8.4393
16-Mar-09,8.5353
13-Mar-09,8.6343
12-Mar-09,8.6097
11-Mar-09,8.748
10-Mar-09,8.8676
09-Mar-09,9.2013
06-Mar-09,9.1833
05-Mar-09,9.3016
04-Mar-09,9.042
03-Mar-09,9.2353
02-Mar-09,9.2378
27-Feb-09,9.0135
26-Feb-09,8.9959
25-Feb-09,8.967
24-Feb-09,8.8126
23-Feb-09,8.8422
20-Feb-09,8.6904
19-Feb-09,8.7295
18-Feb-09,8.768
17-Feb-09,8.8491
16-Feb-09,8.5645
13-Feb-09,8.3856
12-Feb-09,8.3895
11-Feb-09,8.356
10-Feb-09,8.2597
09-Feb-09,8.0393
06-Feb-09,8.1072
05-Feb-09,8.2762
04-Feb-09,8.3128
03-Feb-09,8.2153
02-Feb-09,8.3635
30-Jan-09,8.373
29-Jan-09,8.1753
28-Jan-09,8.038
27-Jan-09,8.0672
26-Jan-09,8.004
23-Jan-09,8.1787
22-Jan-09,8.2355
21-Jan-09,8.167
20-Jan-09,8.4279
19-Jan-09,8.2949
16-Jan-09,8.1631
15-Jan-09,8.2597
14-Jan-09,8.3921
13-Jan-09,8.2945
12-Jan-09,8.0327
09-Jan-09,7.9537
08-Jan-09,7.7668
07-Jan-09,7.8149
06-Jan-09,7.8618
05-Jan-09,7.8738
02-Jan-09,7.7331
01-Jan-09,7.8018
31-Dec-08,7.8222
30-Dec-08,7.774
29-Dec-08,7.8645
26-Dec-08,7.9707
25-Dec-08,7.9312
24-Dec-08,7.9925
23-Dec-08,8.0085
22-Dec-08,7.9018
19-Dec-08,7.7827
18-Dec-08,7.7209
17-Dec-08,7.6095
16-Dec-08,7.9277
15-Dec-08,8.0098
12-Dec-08,8.0419
11-Dec-08,7.9416
10-Dec-08,8.1722
09-Dec-08,8.1984
08-Dec-08,8.0651
05-Dec-08,8.3379
04-Dec-08,8.2648
03-Dec-08,8.1981
02-Dec-08,8.2023
01-Dec-08,8.3303
28-Nov-08,8.0935
27-Nov-08,7.9705
26-Nov-08,8.0215
25-Nov-08,7.8639
24-Nov-08,7.9681
21-Nov-08,8.397
20-Nov-08,8.327
19-Nov-08,8.1771
18-Nov-08,8.0342
17-Nov-08,7.9999
14-Nov-08,7.923
13-Nov-08,7.8074
12-Nov-08,8.1222
11-Nov-08,8.0817
10-Nov-08,7.8586
07-Nov-08,7.9072
06-Nov-08,7.9274
05-Nov-08,7.7317
04-Nov-08,7.5884
03-Nov-08,7.7747
31-Oct-08,7.7744
