Date,BRL,TRY,HUF,CHF,CAD,AUD,EUR,NOK,CZK,PLN,GBP,KRW,TWD,JPY,MXN,SEK,ZAR,NZD,SGD
1989-10-16,,,,,,,,,,,,,,,,,,,
1989-10-17,,,,,,,,,,,,,,,,,,,
1989-10-18,,,,,,,,,,,,,,,,,,,
1989-10-19,,,,,,,,,,,,,,,,,,,
1989-10-20,,,,,,,,,,,,,,,,,,,
1989-10-23,,,,,,,,,,,,,,,,,,,
1989-10-24,,,,,,,,,,,,,,,,,,,
1989-10-25,,,,,,,,,,,,,,,,,,,
1989-10-26,,,,,,,,,,,,,,,,,,,
1989-10-27,,,,,,,,,,,,,,,,,,,
1989-10-30,,,,,,,,,,,,,,,,,,,
1989-10-31,,,,,,,,,,,,,,,,,,,
1989-11-01,,,,,,,,,,,,,,,,,,,
1989-11-02,,,,,,,,,,,,,,,,,,,
1989-11-03,,,,,,,,,,,,,,,,,,,
1989-11-06,,,,,,,,,,,,,,,,,,,
1989-11-07,,,,,,,,,,,,,,,,,,,
1989-11-08,,,,,,,,,,,,,,,,,,,
1989-11-09,,,,,,,,,,,,,,,,,,,
1989-11-10,,,,,,,,,,,,,,,,,,,
1989-11-13,,,,,,,,,,,,,,,,,,,
1989-11-14,,,,,,,,,,,,,,,,,,,
1989-11-15,,,,,,,,,,,,,,,,,,,
1989-11-16,,,,,,,,,,,,,,,,,,,
1989-11-17,,,,,,,,,,,,,,,,,,,
1989-11-20,,,,,,,,,,,,,,,,,,,
1989-11-21,,,,,,,,,,,,,,,,,,,
1989-11-22,,,,,,,,,,,,,,,,,,,
1989-11-23,,,,,,,,,,,,,,,,,,,
1989-11-24,,,,,,,,,,,,,,,,,,,
1989-11-27,,,,,,,,,,,,,,,,,,,
1989-11-28,,,,,,,,,,,,,,,,,,,
1989-11-29,,,,,,,,,,,,,,,,,,,
1989-11-30,,,,,,,,,,,,,,,,,,,
1989-12-01,,,,,,,,,,,,,,,,,,,
1989-12-04,,,,,,,,,,,,,,,,,,,
1989-12-05,,,,,,,,,,,,,,,,,,,
1989-12-06,,,,,,,,,,,,,,,,,,,
1989-12-07,,,,,,,,,,,,,,,,,,,
1989-12-08,,,,,,,,,,,,,,,,,,,
1989-12-11,,,,,,,,,,,,,,,,,,,
1989-12-12,,,,,,,,,,,,,,,,,,,
1989-12-13,,,,,,,,,,,,,,,,,,,
1989-12-14,,,,,,,,,,,,,,,,,,,
1989-12-15,,,,,,,,,,,,,,,,,,,
1989-12-18,,,,,,,,,,,,,,,,,,,
1989-12-19,,,,,,,,,,,,,,,,,,,
1989-12-20,,,,,,,,,,,,,,,,,,,
1989-12-21,,,,,,,,,,,,,,,,,,,
1989-12-22,,,,,,,,,,,,,,,,,,,
1989-12-25,,,,,,,,,,,,,,,,,,,
1989-12-26,,,,,,,,,,,,,,,,,,,
1989-12-27,,,,,,,,,,,,,,,,,,,
1989-12-28,,,,,,,,,,,,,,,,,,,
1989-12-29,,,,,,,,,,,,,,,,,,,
1990-01-02,,,,,,,,,,,,,,,,,,,
1990-01-03,,,,,,,,,,,,,,,,,,,
1990-01-04,,,,,,,,,,,,,,,,,,,
1990-01-05,,,,,,,,,,,,,,,,,,,
1990-01-08,,,,,,,,,,,,,,,,,,,
1990-01-09,,,,,,,,,,,,,,,,,,,
1990-01-10,,,,,,,,,,,,,,,,,,,
1990-01-11,,,,,,,,,,,,,,,,,,,
1990-01-12,,,,,,,,,,,,,,,,,,,
1990-01-15,,,,,,,,,,,,,,,,,,,
1990-01-16,,,,,,,,,,,,,,,,,,,
1990-01-17,,,,,,,,,,,,,,,,,,,
1990-01-18,,,,,,,,,,,,,,,,,,,
1990-01-19,,,,,,,,,,,,,,,,,,,
1990-01-22,,,,,,,,,,,,,,,,,,,
1990-01-23,,,,,,,,,,,,,,,,,,,
1990-01-24,,,,,,,,,,,,,,,,,,,
1990-01-25,,,,,,,,,,,,,,,,,,,
1990-01-26,,,,,,,,,,,,,,,,,,,
1990-01-29,,,,,,,,,,,,,,,,,,,
1990-01-30,,,,,,,,,,,,,,,,,,,
1990-01-31,,,,,,,,,,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,,,,,,,
1990-02-02,,,,,,,,,,,,,,,,,,,
1990-02-05,,,,,,,,,,,,,,,,,,,
1990-02-06,,,,,,,,,,,,,,,,,,,
1990-02-07,,,,,,,,,,,,,,,,,,,
1990-02-08,,,,,,,,,,,,,,,,,,,
1990-02-09,,,,,,,,,,,,,,,,,,,
1990-02-12,,,,,,,,,,,,,,,,,,,
1990-02-13,,,,,,,,,,,,,,,,,,,
1990-02-14,,,,,,,,,,,,,,,,,,,
1990-02-15,,,,,,,,,,,,,,,,,,,
1990-02-16,,,,,,,,,,,,,,,,,,,
1990-02-19,,,,,,,,,,,,,,,,,,,
1990-02-20,,,,,,,,,,,,,,,,,,,
1990-02-21,,,,,,,,,,,,,,,,,,,
1990-02-22,,,,,,,,,,,,,,,,,,,
1990-02-23,,,,,,,,,,,,,,,,,,,
1990-02-26,,,,,,,,,,,,,,,,,,,
1990-02-27,,,,,,,,,,,,,,,,,,,
1990-02-28,,,,,,,,,,,,,,,,,,,
1990-03-01,,,,,,,,,,,,,,,,,,,
1990-03-02,,,,,,,,,,,,,,,,,,,
1990-03-05,,,,,,,,,,,,,,,,,,,
1990-03-06,,,,,,,,,,,,,,,,,,,
1990-03-07,,,,,,,,,,,,,,,,,,,
1990-03-08,,,,,,,,,,,,,,,,,,,
1990-03-09,,,,,,,,,,,,,,,,,,,
1990-03-12,,,,,,,,,,,,,,,,,,,
1990-03-13,,,,,,,,,,,,,,,,,,,
1990-03-14,,,,,,,,,,,,,,,,,,,
1990-03-15,,,,,,,,,,,,,,,,,,,
1990-03-16,,,,,,,,,,,,,,,,,,,
1990-03-19,,,,,,,,,,,,,,,,,,,
1990-03-20,,,,,,,,,,,,,,,,,,,
1990-03-21,,,,,,,,,,,,,,,,,,,
1990-03-22,,,,,,,,,,,,,,,,,,,
1990-03-23,,,,,,,,,,,,,,,,,,,
1990-03-26,,,,,,,,,,,,,,,,,,,
1990-03-27,,,,,,,,,,,,,,,,,,,
1990-03-28,,,,,,,,,,,,,,,,,,,
1990-03-29,,,,,,,,,,,,,,,,,,,
1990-03-30,,,,,,,,,,,,,,,,,,,
1990-04-02,,,,,,,,,,,,,,,,,,,
1990-04-03,,,,,,,,,,,,,,,,,,,
1990-04-04,,,,,,,,,,,,,,,,,,,
1990-04-05,,,,,,,,,,,,,,,,,,,
1990-04-06,,,,,,,,,,,,,,,,,,,
1990-04-09,,,,,,,,,,,,,,,,,,,
1990-04-10,,,,,,,,,,,,,,,,,,,
1990-04-11,,,,,,,,,,,,,,,,,,,
1990-04-12,,,,,,,,,,,,,,,,,,,
1990-04-13,,,,,,,,,,,,,,,,,,,
1990-04-16,,,,,,,,,,,,,,,,,,,
1990-04-17,,,,,,,,,,,,,,,,,,,
1990-04-18,,,,,,,,,,,,,,,,,,,
1990-04-19,,,,,,,,,,,,,,,,,,,
1990-04-20,,,,,,,,,,,,,,,,,,,
1990-04-23,,,,,,,,,,,,,,,,,,,
1990-04-24,,,,,,,,,,,,,,,,,,,
1990-04-25,,,,,,,,,,,,,,,,,,,
1990-04-26,,,,,,,,,,,,,,,,,,,
1990-04-27,,,,,,,,,,,,,,,,,,,
1990-04-30,,,,,,,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,,,,,,,
1990-05-02,,,,,,,,,,,,,,,,,,,
1990-05-03,,,,,,,,,,,,,,,,,,,
1990-05-04,,,,,,,,,,,,,,,,,,,
1990-05-07,,,,,,,,,,,,,,,,,,,
1990-05-08,,,,,,,,,,,,,,,,,,,
1990-05-09,,,,,,,,,,,,,,,,,,,
1990-05-10,,,,,,,,,,,,,,,,,,,
1990-05-11,,,,,,,,,,,,,,,,,,,
1990-05-14,,,,,,,,,,,,,,,,,,,
1990-05-15,,,,,,,,,,,,,,,,,,,
1990-05-16,,,,,,,,,,,,,,,,,,,
1990-05-17,,,,,,,,,,,,,,,,,,,
1990-05-18,,,,,,,,,,,,,,,,,,,
1990-05-21,,,,,,,,,,,,,,,,,,,
1990-05-22,,,,,,,,,,,,,,,,,,,
1990-05-23,,,,,,,,,,,,,,,,,,,
1990-05-24,,,,,,,,,,,,,,,,,,,
1990-05-25,,,,0.7032438531787847,0.8511549983092399,0.76408,1.21905,0.1704498068752414,,,1.6811999999999998,,,-0.11830387036293023,,0.18531890894175554,0.39610234557658947,0.5710500000000001,0.5425341108345059
1990-05-28,,,,0.7039348804500704,0.8515624830852504,0.7626,1.22235,0.1710128259692022,,,1.6855,,,-0.11078768962276817,,0.18538853738701727,0.3952218304293832,0.57245,0.5425291723018664
1990-05-29,,,,0.7095176920895946,0.8526454506946799,0.7612,1.2252500000000002,0.17084887553315237,,,1.686,,,-0.1258954164189948,,0.1851984536082474,0.39668915689895595,0.5727500000000001,0.5442118093174431
1990-05-30,,,,0.70363769771529,0.8567461487694799,0.76825,1.21825,0.17044100471807566,,,1.68365,,,-0.11839628871425742,,0.1859590534979424,0.3962269158350593,0.5733,0.5443755411255411
1990-05-31,,,,0.7003900629811057,0.8594501366120219,0.7637750000000001,1.20993,0.16947790161414295,,,1.66855,,,-0.12192926604901767,,0.18309523189161023,0.3942818352059925,0.5741999999999999,0.5427110661268556
1990-06-01,,,,0.6963521739130435,0.8563439925119128,0.764125,1.2076,0.16977387370042357,,,1.67165,,,-0.11692018686669299,,0.18462474788882513,0.3944458419373006,0.5734,0.5432905405405405
1990-06-04,,,,0.69926793573175,0.8564388297872341,0.76385,1.2149,0.1692721882172915,,,1.671175,,,-0.12344047228599542,,0.18344222865530457,0.39370378248820315,0.5743999999999999,0.5417068034557236
1990-06-05,,,,0.7011801120448179,0.8554037505312366,0.76695,1.2168500000000002,0.17024194167306217,,,1.67725,,,-0.13094176285414483,,0.18490904481517828,0.3954331081334685,0.57665,0.5421828826392644
1990-06-06,,,,0.6975713862765587,0.8605219823901522,0.7679,1.2151500000000002,0.17084507666230064,,,1.67815,,,-0.12845035368090124,,0.18428442622950822,0.3957398496240601,0.57855,0.5421151232060656
1990-06-07,,,,0.6929415224913494,0.8599607539513028,0.7732,1.2117,0.17003700499807767,,,1.6793749999999998,,,-0.11844477220583416,,0.1829555591890124,0.39447403597041264,0.5799,0.5422219891745602
1990-06-08,,,,0.690893066574681,0.8572838899301414,0.76735,1.2094,0.1696830648254699,,,1.67545,,,-0.11848449309356268,,0.18440233980107618,0.3943626838787151,0.5785499999999999,0.5411444879762226
